id,x_coordinate,y_coordinate
209,1262,1298
210,1328,1406
211,1423,1568
212,1479,1663
213,1522,1733
214,1577,1825
215,1609,1887
216,1658,1941
217,1695,1978
218,1771,1999
219,1872,2007
220,2005,1991
221,2095,1945
222,2185,1873
223,2296,1778
224,2380,1692
225,2471,1596
226,2566,1536
227,2653,1461
228,3769,477
229,3745,484
230,3670,530
231,3623,562
232,3563,632
233,3509,716
234,3453,827
235,3411,944
236,3381,1048
237,3309,1185
238,3256,1296
239,3225,1404
240,3137,1552
241,2976,1702
242,2823,1800
243,2675,1880
244,2547,1943
245,2404,1982
246,2159,1986
247,2035,1980
248,1923,1947
249,1842,1879
250,1775,1766
251,1662,1562
252,1543,1375
253,1452,1252
254,1347,1118
255,1279,1022
256,1176,849
257,1087,682
258,998,543
259,939,443
260,891,370
261,867,325
262,2285,36
263,2215,47
264,2176,71
265,2140,106
266,2099,149
267,2066,214
268,2037,273
269,2038,333
270,2066,380
271,2098,406
272,2141,437
273,2192,467
274,2246,488
275,2325,529
276,2395,568
277,2445,595
278,2505,646
279,2573,704
280,2636,757
281,2698,815
282,2745,867
283,2775,907
284,2797,937
285,2814,984
286,2811,1020
287,2762,1062
288,2684,1092
289,2609,1109
290,2524,1120
291,2414,1120
292,2271,1127
293,2198,1138
294,2105,1168
295,2017,1209
296,1984,1252
297,1817,1327
298,1724,1357
299,1641,1368
300,1548,1364
301,1475,1353
302,1429,1324
303,1393,1259
304,1382,1145
305,1409,1033
306,1459,985
307,1546,959
308,1615,964
309,1681,992
310,1755,1043
311,1829,1115
312,1898,1175
313,1954,1221
314,2024,1264
315,2105,1302
316,2214,1335
317,2313,1355
318,2435,1368
319,2534,1379
320,2631,1379
321,2734,1379
322,2874,1379
323,2955,1365
324,3009,1337
325,3057,1310
326,3104,1289
327,3147,1264
328,3183,1240
329,3218,1215
330,3238,1187
331,3249,1167
332,3259,1131
333,3257,1101
334,3250,1064
335,3236,1034
336,3213,999
337,3172,955
338,3123,924
339,2986,870
340,2819,837
341,2654,836
342,2511,836
343,2455,822
344,2394,749
345,2365,646
346,2375,560
347,2399,480
348,2443,378
349,2483,312
350,2524,264
351,2571,238
352,2656,213
353,2727,210
354,2798,217
355,2871,217
356,2962,217
357,3039,220
358,3114,220
359,3204,219
360,3310,206
361,3371,200
362,3424,196
363,3487,186
364,3555,183
365,3612,183
366,3665,188
367,3730,205
368,3752,218
369,3772,245
370,3782,274
371,3789,308
372,3789,335
373,3789,358
374,3789,393
375,3784,455
376,3783,515
377,3769,570
378,3764,610
379,3764,678
380,3764,745
381,3764,838
382,3767,901
383,3772,977
384,3774,1101
385,3774,1231
386,3774,1325
387,3774,1425
388,3782,1503
389,3799,1603
390,3800,1716
391,3814,1778
392,3822,1892
393,3811,1947
394,3777,1969
395,3692,1979
396,3551,1991
397,3471,1997
398,3318,1982
399,3186,1977
400,3001,1980
401,2822,1983
402,2714,1983
403,2533,1987
404,2391,1987
405,2144,1987
406,1868,1984
407,1684,1975
408,1562,1970
409,1398,1970
410,1276,1970
411,1146,1970
412,985,1965
413,581,1961
414,384,1967
415,342,1968
416,259,1968
417,179,1970
418,169,1969
419,168,1953
420,160,1874
421,159,1796
422,168,1730
423,169,1652
424,159,1564
425,172,1429
426,175,1354
427,157,1254
428,149,1172
429,147,1072
430,143,1002
431,125,918
432,126,867
433,143,833
434,142,795
435,130,780
436,104,722
437,109,636
438,116,590
439,128,537
440,137,461
441,119,399
442,114,338
443,111,262
444,140,206
445,174,163
446,224,139
447,305,127
448,387,127
449,453,134
450,498,157
451,516,205
452,516,259
453,502,310
454,491,394
455,488,510
456,484,599
457,479,85
458,477,105
459,473,118
460,472,147
461,462,199
462,457,252
463,461,303
464,471,369
465,480,453
466,481,519
467,488,580
468,489,623
469,493,671
470,493,686
471,493,686
472,463,805
473,460,915
474,466,978
475,483,1051
476,498,1107
477,500,1152
478,497,1205
479,495,1264
480,490,1390
481,493,1504
482,484,1657
483,511,1739
484,536,1808
485,563,1871
486,596,1923
487,627,1965
488,662,1992
489,712,2018
490,770,2035
491,831,2038
492,887,2040
493,934,2040
494,987,2039
495,1030,2025
496,1076,1995
497,1092,1935
498,1144,1859
499,1154,1807
500,1160,1753
501,1160,1674
502,1181,1579
503,1184,1501
504,1181,1431
505,1180,1366
506,1174,1276
507,1173,1130
508,1169,996
509,1155,888
510,1141,771
511,1157,554
512,1145,428
513,1114,332
514,1112,215
515,1173,145
516,1246,121
517,1309,112
518,1374,120
519,1403,163
520,1425,221
521,1446,297
522,1458,398
523,1463,558
524,1470,691
525,1474,936
526,1484,1142
527,1487,1319
528,1489,1440
529,1489,1548
530,1491,1699
531,1502,1815
532,1518,1933
533,1523,1990
534,1545,2012
535,1582,2033
536,1625,2046
537,1699,2051
538,1763,2041
539,1800,2006
540,1806,1885
541,1824,1694
542,1833,1431
543,1802,1142
544,1776,914
545,1744,716
546,1733,597
547,1728,460
548,1729,328
549,1747,208
550,1759,110
551,1760,94
552,1753,73
553,1755,73
554,1758,73
555,1772,73
556,1831,76
557,1928,79
558,2047,79
559,2130,78
560,2229,75
561,2323,68
562,2412,68
563,2491,68
564,2579,68
565,2696,68
566,2836,79
567,2948,82
568,3066,86
569,3136,86
570,3249,86
571,3335,86
572,3452,81
573,3509,68
574,3562,61
575,3634,61
576,3726,61
577,3746,58
578,3753,58
579,3773,71
580,3777,80
581,3777,96
582,3777,138
583,3777,205
584,3777,241
585,3777,268
586,3777,281
587,3777,303
588,3729,319
589,3611,324
590,3468,321
591,3291,311
592,3105,301
593,2918,291
594,2820,280
595,2635,259
596,2484,259
597,2230,257
598,2089,248
599,2000,250
600,1917,256
601,1803,256
602,1693,256
603,1578,256
604,1480,256
605,1362,256
606,1251,256
607,1116,256
608,978,256
609,871,256
610,774,256
611,681,254
612,607,246
613,506,242
614,450,265
615,400,343
616,353,407
617,303,452
618,251,510
619,203,552
620,168,598
621,147,630
622,114,666
623,76,747
624,64,812
625,64,863
626,59,969
627,56,1092
628,76,1182
629,98,1267
630,112,1350
631,155,1433
632,165,1470
633,204,1516
634,253,1576
635,306,1644
636,354,1705
637,393,1761
638,433,1815
639,494,1872
640,556,1922
641,601,1949
642,560,1995
643,560,1997
644,638,2014
645,742,2028
646,793,2028
647,867,2033
648,1019,2037
649,1192,2036
650,1292,2036
651,1359,2036
652,1495,2036
653,1681,2036
654,1866,2036
655,2104,2036
656,2347,2036
657,2636,2032
658,2767,2025
659,2870,2024
660,3043,2005
661,3102,1980
662,3112,1934
663,3078,1890
664,2956,1854
665,2701,1838
666,2435,1838
667,2196,1856
668,2001,1865
669,1789,1867
670,1625,1874
671,1445,1880
672,1258,1880
673,1030,1882
674,910,1882
675,737,1881
676,606,1867
677,513,1837
678,420,1775
679,357,1726
680,287,1674
681,214,1597
682,170,1521
683,160,1447
684,146,1349
685,139,1242
686,145,1168
687,154,1131
688,179,1084
689,171,1067
690,163,1046
691,160,1023
692,155,977
693,149,916
694,147,862
695,148,820
696,153,793
697,154,742
698,167,681
699,192,649
700,238,611
701,300,545
702,326,498
703,342,464
704,371,417
705,399,320
706,398,272
707,399,240
708,406,205
709,411,180
710,450,161
711,569,153
712,690,141
713,818,130
714,869,123
715,931,120
716,1011,120
717,1102,120
718,1205,131
719,1268,137
720,1359,139
721,1645,103
722,1650,105
723,1659,116
724,1663,139
725,1667,172
726,1666,215
727,1655,273
728,1639,321
729,1619,388
730,1611,437
731,1607,493
732,1589,529
733,1588,605
734,1590,660
735,1590,718
736,1590,769
737,1590,857
738,1590,958
739,1590,1067
740,1590,1179
741,1590,1246
742,1599,1357
743,1596,1443
744,1603,1532
745,1605,1653
746,1610,1773
747,1618,1867
748,1622,1979
749,383,2016
750,378,1999
751,370,1937
752,365,1829
753,376,1710
754,405,1646
755,446,1627
756,505,1639
757,537,1691
758,565,1774
759,585,1881
760,622,1957
761,655,1991
762,691,1997
763,747,1976
764,769,1874
765,788,1776
766,795,1682
767,805,1595
768,832,1582
769,892,1622
770,924,1694
771,940,1768
772,948,1849
773,983,1929
774,1034,1979
775,1091,2006
776,1145,1932
777,1153,1807
778,1153,1715
779,1170,1620
780,1199,1569
781,1289,1618
782,1351,1707
783,1383,1793
784,1415,1892
785,1444,1950
786,1476,1986
787,1522,1952
788,1524,1820
789,1522,1738
790,1529,1665
791,1565,1626
792,1615,1665
793,1665,1775
794,1704,1895
795,1724,1976
796,1744,1985
797,1788,1946
798,1791,1857
799,1805,1770
800,1821,1704
801,1834,1651
802,1881,1668
803,1913,1734
804,1924,1813
805,1924,1931
806,1934,1981
807,1941,2008
808,1996,1900
809,2023,1791
810,2037,1742
811,2071,1662
812,2104,1633
813,2164,1753
814,2194,1865
815,2217,1986
816,2228,2026
817,2246,1974
818,2264,1916
819,2278,1869
820,2307,1789
821,2322,1720
822,2337,1664
823,2349,1665
824,2392,1758
825,2442,1857
826,2506,1957
827,2520,1980
828,2531,1946
829,2554,1861
830,2577,1787
831,2608,1715
832,2634,1660
833,2640,1664
834,2680,1726
835,2757,1824
836,2800,1886
837,2852,1962
838,2884,2001
839,2899,1943
840,2916,1876
841,2952,1828
842,2996,1754
843,3017,1665
844,3021,1667
845,3068,1742
846,3123,1834
847,3167,1902
848,3211,1957
849,3251,2022
850,3251,1984
851,3229,1899
852,3206,1818
853,3186,1769
854,3174,1742
855,3174,1742
856,3122,1807
857,3034,1908
858,2983,1990
859,2962,2017
860,2933,1986
861,2753,1848
862,2658,1787
863,2573,1742
864,2558,1735
865,2533,1817
866,2465,1952
867,2396,2024
868,2391,2022
869,2313,1870
870,2254,1796
871,2139,1717
872,2096,1686
873,2054,1773
874,1993,1885
875,1932,1949
876,1875,2001
877,1862,2009
878,1776,1901
879,1714,1810
880,1642,1729
881,1609,1693
882,1608,1697
883,1536,1776
884,1480,1843
885,1409,1909
886,1344,1957
887,1276,2008
888,1259,2002
889,1188,1882
890,1156,1757
891,1112,1694
892,1099,1675
893,1042,1743
894,974,1847
895,899,1929
896,830,1979
897,797,1996
898,727,1917
899,655,1795
900,605,1693
901,568,1616
902,558,1598
903,558,1598
904,371,1598
905,209,1600
906,164,1603
907,157,1603
908,127,1596
909,85,1555
910,59,1441
911,68,1363
912,67,1297
913,66,1196
914,92,1133
915,175,1139
916,219,1242
917,265,1352
918,308,1454
919,316,1469
920,319,1479
921,363,1379
922,393,1316
923,432,1219
924,446,1197
925,501,1234
926,597,1348
927,680,1463
928,775,1599
929,779,1597
930,855,1481
931,927,1374
932,990,1307
933,1054,1260
934,1067,1277
935,1142,1389
936,1220,1507
937,1318,1634
938,1319,1635
939,1328,1621
940,1417,1511
941,1484,1414
942,1539,1336
943,1565,1293
944,1588,1318
945,1659,1407
946,1766,1547
947,1822,1612
948,1822,1612
949,1824,1563
950,1866,1445
951,1904,1361
952,1950,1282
953,1982,1223
954,1982,1223
955,2111,1325
956,2218,1472
957,2284,1554
958,2263,1551
959,2278,1529
960,2312,1477
961,2410,1345
962,2459,1246
963,2474,1209
964,2515,1239
965,2615,1347
966,2706,1471
967,2757,1526
968,2766,1535
969,2790,1450
970,2831,1342
971,2847,1279
972,2868,1229
973,2881,1230
974,3006,1333
975,3168,1476
976,3267,1551
977,3284,1565
978,3341,1474
979,3363,1378
980,3380,1313
981,3386,1284
982,3422,1309
983,3551,1428
984,3670,1536
985,3713,1571
986,3714,1572
987,3736,1496
988,3781,1429
989,3815,1381
990,3800,1336
991,3785,1318
992,3753,1286
993,3643,1221
994,3530,1144
995,3463,1083
996,3454,1127
997,3428,1273
998,3387,1344
999,3366,1355
1000,3244,1280
1001,3009,1117
1002,2901,1035
1003,2902,1037
1004,2901,1127
1005,2877,1231
1006,2850,1289
1007,2815,1266
1008,2743,1170
1009,2695,1046
1010,2688,1030
1011,2674,1075
1012,2626,1152
1013,2542,1270
1014,2521,1308
1015,2477,1251
1016,2428,1121
1017,2346,989
1018,2334,963
1019,2311,1019
1020,2271,1108
1021,2217,1160
1022,2159,1187
1023,2144,1194
1024,2144,1194
1025,2085,1199
1026,2019,1134
1027,1964,1016
1028,1940,953
1029,1892,979
1030,1831,1047
1031,1798,1093
1032,1798,1093
1033,1767,1145
1034,1823,1108
1035,1823,1108
1036,1823,1108
1037,1797,1133
1038,1753,1148
1039,1741,1122
1040,1623,975
1041,1619,973
1042,1619,973
1043,1607,968
1044,1569,941
1045,1443,953
1046,1297,1065
1047,1250,1114
1048,1249,1112
1049,1229,992
1050,1213,912
1051,1186,944
1052,1138,1049
1053,1095,1122
1054,1049,1182
1055,1006,1109
1056,973,978
1057,948,911
1058,938,884
1059,910,943
1060,849,1047
1061,747,1115
1062,719,1131
1063,682,1026
1064,668,914
1065,663,866
1066,657,862
1067,630,987
1068,563,1083
1069,531,1118
1070,499,1063
1071,485,895
1072,475,791
1073,451,840
1074,403,937
1075,372,999
1076,316,1080
1077,297,1073
1078,233,940
1079,192,846
1080,184,823
1081,168,799
1082,151,833
1083,136,889
1084,113,975
1085,91,1005
1086,70,828
1087,34,711
1088,71,705
1089,167,800
1090,208,869
1091,233,900
1092,302,723
1093,318,606
1094,318,601
1095,354,688
1096,375,777
1097,406,859
1098,407,860
1099,432,721
1100,481,601
1101,489,582
1102,519,636
1103,541,728
1104,579,836
1105,601,901
1106,604,906
1107,649,788
1108,689,693
1109,695,643
1110,733,711
1111,774,858
1112,782,927
1113,782,927
1114,804,865
1115,839,708
1116,869,616
1117,875,608
1118,925,714
1119,969,831
1120,992,895
1121,1017,827
1122,1044,722
1123,1061,647
1124,1087,594
1125,1109,628
1126,1176,768
1127,1222,853
1128,1269,920
1129,1273,872
1130,1293,767
1131,1340,676
1132,1359,639
1133,1427,742
1134,1472,847
1135,1499,907
1136,1494,898
1137,1501,729
1138,1540,642
1139,1550,626
1140,1604,693
1141,1672,819
1142,1711,886
1143,1728,906
1144,1724,827
1145,1730,678
1146,1734,626
1147,1734,626
1148,1776,711
1149,1844,846
1150,1883,915
1151,1883,915
1152,1873,818
1153,1877,689
1154,1878,670
1155,1889,686
1156,1942,767
1157,2011,870
1158,2046,915
1159,2034,844
1160,2031,752
1161,2032,640
1162,2031,618
1163,2142,754
1164,2205,838
1165,2255,893
1166,2275,817
1167,2268,669
1168,2267,640
1169,2368,733
1170,2463,845
1171,2482,872
1172,2481,775
1173,2460,651
1174,2459,640
1175,2510,691
1176,2593,789
1177,2666,863
1178,2673,872
1179,2686,783
1180,2661,711
1181,2641,638
1182,2740,724
1183,2837,830
1184,2876,862
1185,2876,862
1186,2924,778
1187,2949,668
1188,2948,651
1189,2997,703
1190,3106,835
1191,3148,883
1192,3176,804
1193,3218,675
1194,3231,647
1195,3231,648
1196,3343,815
1197,3376,857
1198,3424,845
1199,3473,754
1200,3479,678
1201,3478,657
1202,3540,728
1203,3630,845
1204,3640,856
1205,3644,714
1206,3640,644
1207,3640,639
1208,3435,593
1209,3345,587
1210,3329,592
1211,3280,422
1212,3272,348
1213,3272,345
1214,3312,346
1215,3466,383
1216,3486,385
1217,3554,520
1218,3597,618
1219,3607,599
1220,3656,438
1221,3680,344
1222,3693,319
1223,3562,364
1224,3463,449
1225,3448,475
1226,3420,542
1227,3378,551
1228,3263,437
1229,3208,327
1230,3205,351
1231,3183,483
1232,3161,559
1233,3101,456
1234,3066,371
1235,3062,367
1236,3041,340
1237,3037,385
1238,2992,537
1239,2969,505
1240,2869,340
1241,2803,317
1242,2684,465
1243,2633,535
1244,2621,548
1245,2583,415
1246,2545,327
1247,2525,336
1248,2404,424
1249,2297,523
1250,2270,554
1251,2220,448
1252,2220,323
1253,2276,331
1254,2403,352
1255,2447,356
1256,2412,496
1257,2403,608
1258,2403,609
1259,2268,506
1260,2150,378
1261,2136,368
1262,2118,499
1263,2108,623
1264,2095,620
1265,2012,502
1266,1929,412
1267,1880,369
1268,1824,372
1269,1837,460
1270,1833,520
1271,1819,559
1272,1675,478
1273,1592,418
1274,1583,443
1275,1572,559
1276,1569,582
1277,1439,409
1278,1393,314
1279,1350,368
1280,1299,487
1281,1257,597
1282,1232,623
1283,1160,544
1284,1083,401
1285,1049,322
1286,1028,371
1287,986,498
1288,936,587
1289,885,582
1290,793,445
1291,771,413
1292,764,413
1293,699,546
1294,629,595
1295,616,606
1296,537,487
1297,512,414
1298,523,460
1299,508,594
1300,480,630
1301,430,589
1302,359,473
1303,346,448
1304,348,564
1305,315,616
1306,282,634
1307,309,495
1308,376,245
1309,381,194
1310,444,352
1311,477,419
1312,428,266
1313,403,97
1314,403,51
1315,457,119
1316,510,218
1317,560,292
1318,590,335
1319,598,345
1320,603,153
1321,609,36
1322,628,52
1323,674,162
1324,712,256
1325,793,387
1326,887,523
1327,938,598
1328,973,648
1329,934,439
1330,851,169
1331,820,45
1332,819,41
1333,889,98
1334,979,266
1335,1037,402
1336,1056,435
1337,1036,332
1338,1018,217
1339,1007,96
1340,1011,45
1341,1035,59
1342,1116,215
1343,1248,470
1344,1261,489
1345,1280,318
1346,1256,89
1347,1250,46
1348,1250,30
1349,1447,321
1350,1550,505
1351,1559,514
1352,1566,204
1353,1552,71
1354,1548,42
1355,1584,79
1356,1674,226
1357,1807,452
1358,1823,477
1359,1821,278
1360,1822,147
1361,1822,87
1362,1822,66
1363,1925,173
1364,2034,311
1365,2107,412
1366,2115,422
1367,2115,255
1368,2099,146
1369,2096,102
1370,2098,84
1371,2204,177
1372,2259,261
1373,2343,391
1374,2369,423
1375,2373,291
1376,2361,136
1377,2353,82
1378,2353,53
1379,2387,97
1380,2498,212
1381,2598,315
1382,2621,335
1383,2656,281
1384,2670,208
1385,2664,106
1386,2659,78
1387,2659,78
1388,2673,92
1389,2794,174
1390,2877,268
1391,2899,317
1392,2902,325
1393,2866,179
1394,2897,135
1395,2941,94
1396,2945,48
1397,2935,30
1398,2992,95
1399,3067,244
1400,3103,305
1401,3156,396
1402,3174,307
1403,3189,159
1404,3200,103
1405,3203,56
1406,3213,70
1407,3291,188
1408,3385,355
1409,3419,408
1410,3416,242
1411,3435,56
1412,3439,42
1413,3501,127
1414,3552,229
1415,3582,299
1416,3593,336
1417,3543,223
1418,3709,37
1419,3727,124
1420,3741,261
1421,3741,375
1422,3740,423
1423,3673,377
1424,3454,193
1425,3337,72
1426,3335,62
1427,3342,138
1428,3345,237
1429,3326,344
1430,3323,352
1431,3223,219
1432,3136,81
1433,3104,50
1434,3104,93
1435,3097,186
1436,3075,288
1437,3057,345
1438,3051,387
1439,2953,310
1440,2873,178
1441,2801,61
1442,2789,41
1443,2786,73
1444,2793,178
1445,2787,285
1446,2781,337
1447,2774,356
1448,2732,328
1449,2601,177
1450,2549,82
1451,2536,48
1452,2536,71
1453,2540,195
1454,2547,302
1455,2535,355
1456,2529,381
1457,2528,388
1458,2407,287
1459,2315,177
1460,2242,103
1461,2176,42
1462,2167,53
1463,2151,150
1464,2146,282
1465,2141,377
1466,2139,411
1467,2096,365
1468,2024,274
1469,1922,173
1470,1803,90
1471,1799,93
1472,1785,221
1473,1802,352
1474,1807,388
1475,1767,353
1476,1669,224
1477,1586,112
1478,1536,58
1479,1534,115
1480,1545,234
1481,1555,325
1482,1549,372
1483,1551,365
1484,1519,330
1485,1400,177
1486,1280,62
1487,1259,46
1488,1239,168
1489,1237,286
1490,1236,349
1491,1236,349
1492,366,50
1493,372,62
1494,393,117
1495,417,157
1496,462,223
1497,492,275
1498,508,308
1499,550,363
1500,610,438
1501,658,492
1502,722,566
1503,772,629
1504,788,645
1505,820,543
1506,775,327
1507,711,191
1508,657,108
1509,448,147
1510,339,85
1511,330,57
1512,323,253
1513,345,370
1514,353,423
1515,423,341
1516,520,175
1517,552,74
1518,571,73
1519,641,201
1520,701,316
1521,776,445
1522,799,473
1523,816,444
1524,869,354
1525,904,252
1526,936,136
1527,947,78
1528,982,132
1529,1028,228
1530,1081,348
1531,1142,451
1532,1184,507
1533,1187,510
1534,1231,374
1535,1247,206
1536,1264,122
1537,1273,65
1538,1274,65
1539,1331,185
1540,1407,341
1541,1470,440
1542,1486,463
1543,1500,361
1544,1550,178
1545,1568,90
1546,1571,47
1547,1598,65
1548,1667,156
1549,1735,273
1550,1791,390
1551,85,476
1552,156,487
1553,218,488
1554,300,488
1555,367,488
1556,467,490
1557,593,494
1558,737,494
1559,837,495
1560,904,493
1561,884,493
1562,752,491
1563,592,491
1564,461,489
1565,319,489
1566,185,492
1567,96,496
1568,82,554
1569,82,623
1570,85,637
1571,147,653
1572,258,658
1573,364,663
1574,450,670
1575,551,675
1576,618,675
1577,742,675
1578,886,675
1579,1020,675
1580,1071,675
1581,1130,681
1582,1247,689
1583,1350,691
1584,1445,680
1585,1462,664
1586,1462,664
1587,1480,673
1588,1636,684
1589,1803,681
1590,1955,670
1591,2128,684
1592,2269,697
1593,2399,706
1594,2469,704
1595,2566,699
1596,2595,696
1597,2615,697
1598,2649,700
1599,2656,740
1600,2662,776
1601,2662,800
1602,2690,826
1603,2831,827
1604,2945,815
1605,3065,799
1606,3270,795
1607,3385,790
1608,3528,781
1609,3661,782
1610,3748,789
1611,3778,834
1612,3794,867
1613,3789,913
1614,3677,948
1615,3442,950
1616,3253,950
1617,3018,950
1618,2820,950
1619,2617,950
1620,2393,950
1621,2160,943
1622,1991,942
1623,1818,946
1624,1627,954
1625,1366,954
1626,1094,954
1627,840,951
1628,667,941
1629,459,955
1630,330,968
1631,207,977
1632,151,985
1633,115,1067
1634,112,1103
1635,205,1143
1636,466,1158
1637,692,1153
1638,923,1154
1639,1127,1154
1640,1380,1155
1641,1615,1171
1642,1762,1178
1643,2003,1174
1644,2307,1145
1645,2574,1141
1646,2865,1132
1647,3079,1132
1648,3206,1133
1649,3459,1151
1650,3656,1163
1651,3773,1162
1652,3798,1185
1653,3812,1232
1654,3812,1284
1655,3814,1349
1656,3761,1379
1657,3682,1384
1658,3518,1384
1659,3388,1380
1660,3258,1377
1661,3085,1377
1662,2928,1375
1663,2787,1374
1664,2623,1374
1665,2438,1370
1666,2239,1366
1667,2088,1366
1668,1952,1364
1669,1726,1357
1670,1579,1358
1671,1394,1362
1672,1175,1359
1673,972,1354
1674,780,1354
1675,646,1352
1676,497,1350
1677,326,1350
1678,193,1348
1679,141,1350
1680,121,1341
1681,98,1292
1682,98,1254
1683,203,1247
1684,387,1250
1685,580,1249
1686,759,1239
1687,961,1256
1688,1277,1271
1689,1471,1262
1690,1643,1256
1691,1869,1259
1692,2058,1263
1693,2310,1283
1694,2528,1284
1695,2856,1278
1696,3165,1278
1697,3467,1279
1698,3665,1292
1699,3771,1277
1700,3822,1260
1701,3796,1189
1702,3782,1164
1703,3773,1144
1704,3600,1130
1705,3305,1132
1706,2978,1134
1707,2455,1130
1708,2016,1124
1709,1802,1118
1710,1526,1119
1711,1133,1119
1712,695,1126
1713,480,1128
1714,254,1131
1715,150,1128
1716,100,1119
1717,87,1054
1718,103,1021
1719,169,1017
1720,348,1008
1721,558,1011
1722,836,1010
1723,1076,1014
1724,1263,1023
1725,3770,1042
1726,3654,1052
1727,3528,1063
1728,3429,1070
1729,3218,1070
1730,2991,1070
1731,2792,1070
1732,2633,1070
1733,2395,1070
1734,2086,1070
1735,1680,1070
1736,1406,1070
1737,1131,1070
1738,892,1067
1739,671,1053
1740,396,1051
1741,267,1067
1742,190,1111
1743,105,1126
1744,64,1137
1745,36,1224
1746,24,1393
1747,10,1516
1748,24,1641
1749,24,1774
1750,34,1851
1751,24,1931
1752,32,2007
1753,75,2059
1754,233,2083
1755,382,2084
1756,588,2079
1757,843,2085
1758,1034,2090
1759,1330,2086
1760,1624,2084
1761,2055,2087
1762,2276,2091
1763,2592,2091
1764,2914,2091
1765,3106,2091
1766,3286,2088
1767,3470,2088
1768,3640,2090
1769,3710,2061
1770,3720,1988
1771,3720,1956
1772,3554,1945
1773,3371,1958
1774,3174,1961
1775,2904,1963
1776,2632,1965
1777,2375,1965
1778,1987,1964
1779,1681,1970
1780,1406,1970
1781,1100,1975
1782,781,1974
1783,573,1981
1784,391,1985
1785,254,1973
1786,174,1959
1787,137,1920
1788,115,1817
1789,114,1761
1790,186,1738
1791,336,1722
1792,465,1726
1793,611,1735
1794,856,1729
1795,1096,1729
1796,1399,1730
1797,1605,1736
1798,1931,1749
1799,2322,1749
1800,2731,1749
1801,2942,1749
1802,3281,1766
1803,3493,1757
1804,3641,1757
1805,3696,1716
1806,3699,1686
1807,3676,1652
1808,3619,1627
1809,3425,1615
1810,3161,1615
1811,2918,1615
1812,2635,1621
1813,2354,1621
1814,1817,1626
1815,1515,1623
1816,1286,1620
1817,906,1620
1818,679,1620
1819,508,1628
1820,348,1632
1821,225,1629
1822,166,1617
1823,144,1594
1824,138,1541
1825,152,1477
1826,287,1453
1827,420,1450
1828,618,1448
1829,804,1446
1830,1140,1449
1831,1424,1448
1832,1628,1456
1833,2016,1472
